county,state,population_x,lat,lon,lat_gmap,lon_gmap,total_panel_area,number_of_solar_system_per_person,average_household_income,per_capita_income,median_household_income,housing_unit_median_value,daily_solar_radiation,electricity_price_residential,electricity_price_commercial,electricity_price_industrial,incentive_count_residential,incentive_count_nonresidential,population_y,education_high_school_graduate_rate,voting_2016_dem_percentage
Middlesex County,va,10717,37.6085,-76.51325,37.6040106,-76.5257007,14.80344719,9.330969487729775e-05,70811.6993320948,30084.5,55141.25,256100.0,4.1,11.37,8.21,6.95,19,16,2679.25,0.33409055075,0.351518185
Midland County,mi,75592,43.62506249999999,-84.29968749999998,43.57509779999999,-84.35420490000001,1905.2051671489999,0.0007275902211874273,76049.94293919198,28824.4375,55015.0,125768.75,3.7100000000000004,14.419999999999995,10.55,7.019999999999997,15,30,4724.5,0.29745148774999997,0.36940465799999994
Midland County,tx,122509,32.003454545454545,-102.10854545454544,31.8781368,-101.9804613,7992.932981289,0.0010529838624101086,96178.4948358296,34585.59090909091,68725.59090909091,170604.54545454544,5.173636363636363,11.56,8.150000000000004,5.5900000000000025,47,54,5568.590909090909,0.23017431245454548,0.2049720019999999
Mifflin County,pa,40558,40.5963,-77.60629999999998,40.652279,-77.6077865,3427.43868796,0.0007643374919867843,49767.176078925986,20088.5,40467.7,92920.0,3.6499999999999995,13.64,9.599999999999998,7.200000000000001,17,31,4055.8,0.5174208389999999,0.19535062200000003
Milam County,tx,21046,30.73833333333333,-96.99033333333334,30.809264199999998,-96.9795011,174.83331701999998,0.0001900598688586905,57815.98757193386,23303.5,42880.5,87966.66666666667,4.59,11.56,8.15,5.59,47,54,3507.6666666666665,0.373607614,0.237248751
Millard County,ut,12582,39.12800000000001,-112.73766666666668,39.0611744,-113.19180209999999,941.8075449999999,0.001271657924018439,60198.95398848594,20914.666666666668,52201.666666666664,141766.66666666666,4.726666666666667,10.88,8.62,6.169999999999999,19,26,4194.0,0.293376248,0.082346198
Mille Lacs County,mn,25809,45.86042857142858,-93.62085714285713,45.9228403,-93.62187440000001,324.05603795,0.00027122321670735016,59501.02573040258,23542.714285714286,48117.857142857145,145328.57142857142,3.6857142857142855,12.120000000000001,9.44,7.019999999999998,34,39,3687.0,0.38841063942857146,0.286453506
Miller County,ar,34904,33.403,-93.98475,33.333555600000004,-93.8655303,1118.19241912,0.00034380013752005503,48909.707479985394,17590.625,33609.75,79012.5,4.37,9.82,8.32,6.23,8,16,4363.0,0.40594350575,0.26681236300000005
Miller County,ga,5936,31.178,-84.72233333333331,31.2008218,-84.7315563,0.0,0.0,44506.34854294138,18612.0,33654.333333333336,88833.33333333333,4.53,11.54,9.89,5.87,19,22,1978.6666666666667,0.40153737233333336,0.24488188999999996
Miller County,mo,24956,38.2646,-92.507,38.2081417,-92.3813621,2979.27666975,0.0009616925789389325,52279.06469942299,21532.4,39142.6,129040.0,4.12,11.21,9.16,6.44,18,28,4991.2,0.4179754194,0.153320484
Mills County,ia,12022,41.06,-95.734,41.0624496,-95.64579509999999,236.7094956,0.00024954250540675427,76766.78800452255,28583.25,67072.0,168325.0,3.98,11.63,8.92,5.9,18,26,3005.5,0.34900284975,0.273396425
Mills County,tx,4875,31.4565,-98.629,31.6137467,-98.5721016,0.0,0.0,57150.991987801026,22864.0,42647.5,120400.0,4.83,11.56,8.15,5.59,47,54,2437.5,0.2790079505,0.108132261
Milwaukee County,wi,906973,43.039209219858144,-87.95747872340428,43.038794900000006,-87.9065334,27847.66536143901,0.0005391560719007071,59210.65492671203,23812.72340425532,44669.98936170213,139877.6595744681,3.799042553191484,14.110000000000039,10.889999999999986,7.579999999999971,20,28,3216.2163120567375,0.28791987082269516,0.6643814519999961
Miner County,sd,2306,44.022,-97.61,44.0643951,-97.6982272,5.767522485,0.0004336513443191674,70004.67197000001,30204.0,44938.0,67000.0,3.9,11.08,9.16,7.37,10,19,2306.0,0.391358798,0.264097744
Mineral County,co,733,37.684,-106.919,37.6583677,-107.0067031,122.1173716,0.001364256480218281,61186.95652,32271.0,48125.0,277100.0,4.78,12.12,9.88,7.4,43,50,733.0,0.213960546,0.363496933
Mineral County,mt,4238,47.115,-115.00299999999999,47.1497031,-114.96269040000001,0.0,0.0,47793.800484933934,20693.0,36380.0,170200.0,3.8499999999999996,10.88,10.23,5.32,15,23,2119.0,0.41832652849999996,0.26089159100000003
Mineral County,nv,4566,38.5245,-118.5955,38.434346399999995,-118.4863963,1175.9996609999996,0.0019710906701708277,50296.44995612571,22609.5,41769.5,79550.0,5.06,12.76,9.25,6.75,18,27,2283.0,0.3014633255,0.318978468
Mineral County,wv,27755,39.463,-78.92271428571429,39.40689879999999,-78.8835548,763.2679534700001,0.00025220680958385876,43256.03587575896,19285.14285714286,31041.428571428572,115114.28571428571,3.711428571428571,10.08,8.61,6.089999999999999,10,15,3965.0,0.5066418732857142,0.17695004399999997
Mingo County,wv,25931,37.705,-82.14399999999999,37.76078010000001,-82.1713632,75.282795199,0.00015425552427596314,48951.86486983572,20292.571428571428,33386.71428571428,74557.14285714286,3.8685714285714288,10.08,8.61,6.089999999999999,10,15,3704.4285714285716,0.41091595214285714,0.14415461
Minidoka County,id,20279,42.667,-113.7132,42.8409971,-113.58081259999999,276.34842724,0.00044380886631490704,56744.51944696828,21184.6,44793.8,109600.0,4.49,9.93,7.8,6.6,14,19,4055.8,0.2913068376,0.16986899600000002
Minnehaha County,sd,146381,43.56842857142857,-96.72602857142854,43.6631787,-96.8350999,1689.0746037770004,0.0003005854584952965,68993.77279911787,27300.314285714285,56541.885714285716,153782.85714285713,3.891714285714285,11.079999999999998,9.160000000000004,7.370000000000003,10,19,4182.314285714286,0.3084226522571429,0.39111713099999984
Missaukee County,mi,14988,44.31350000000001,-85.1505,44.366621,-85.02334599999998,977.5022917999997,0.0006004803843074459,51109.73827278823,20317.0,41177.0,101000.0,3.64,14.42,10.55,7.02,15,30,3747.0,0.43077256325,0.214354198
Mississippi County,ar,44864,35.805916666666654,-89.99549999999998,35.8279728,-90.0746767,5598.122515819,0.0009807417974322396,48595.401487073825,18939.083333333332,34921.166666666664,75383.33333333333,4.240000000000001,9.819999999999999,8.319999999999999,6.230000000000001,8,16,3738.6666666666665,0.3711959010833333,0.43255098100000006
Mississippi County,mo,14208,36.84575,-89.351,36.8661576,-89.3226954,798.0804827,0.0009853603603603603,44706.16428612331,16682.25,30445.75,69425.0,4.16,11.21,9.16,6.44,18,28,3552.0,0.405021674,0.282284608
Missoula County,mt,97797,46.88294444444444,-114.03405555555555,47.0240503,-113.6869923,5891.106906384999,0.0018303219935171837,65610.04400449267,27054.5,48572.944444444445,249544.44444444444,3.926111111111111,10.879999999999997,10.229999999999999,5.319999999999998,15,23,5433.166666666667,0.20920272388888894,0.5367463459999999
Mitchell County,ga,22982,31.2546,-84.19479999999999,31.2230067,-84.1857115,1131.27818,0.0007832216517274389,41997.24262918197,15192.8,30364.0,76160.0,4.53,11.54,9.89,5.87,19,22,4596.4,0.390731297,0.444444444
Mitchell County,ia,7314,43.316,-92.8615,43.37107020000001,-92.8577105,669.4781122999998,0.0012305168170631665,61852.29257854525,26390.0,49252.5,111250.0,3.73,11.63,8.92,5.9,18,26,3657.0,0.4412342795,0.350559701
Mitchell County,ks,6296,39.393,-98.1725,39.443669,-98.22129790000001,817.7896396000001,0.0009529860228716646,63357.54601001271,28024.5,48836.0,84100.0,4.32,12.34,10.1,7.61,12,18,3148.0,0.3353332735,0.166076487
Mitchell County,nc,15330,35.97975,-82.12925,36.0277763,-82.14960490000001,185.7794035,0.0002609262883235486,50251.604670212655,21461.5,37929.0,133750.0,4.07,11.28,8.73,6.51,29,33,3832.5,0.33323294825,0.199421238
Mitchell County,tx,9169,32.354,-100.89200000000001,32.3360516,-100.8903099,73.85161742,0.0004362525902497546,61331.90819664521,23555.5,49006.0,50650.0,5.01,11.56,8.15,5.59,47,54,4584.5,0.3441494235,0.161187215
Mobile County,al,407293,30.685799999999997,-88.14640909090912,30.608222700000002,-88.24611829999998,15549.440568043,0.0004542184618935263,58687.740709878286,21657.918181818182,40776.545454545456,119023.63636363637,4.499181818181819,11.700000000000024,10.830000000000005,6.029999999999984,9,19,3702.663636363636,0.32978505603636366,0.4188154499999992
Modoc County,ca,9184,41.5585,-120.61075,41.4565165,-120.62936599999999,621.2440912000002,0.0016332752613240418,49145.770539721256,21448.25,37560.75,165200.0,4.775,16.99,15.73,12.17,75,85,2296.0,0.25061067175,0.237570706
Moffat County,co,13117,40.544000000000004,-107.70725,40.61383789999999,-108.2377519,210.15117633999995,0.0005336586109628726,61447.3313096676,24688.0,51812.0,179100.0,4.675,12.12,9.88,7.4,43,50,3279.25,0.39646468325,0.134254992
Mohave County,az,203362,35.02027906976744,-114.2826046511628,35.2143346,-113.7632828,108891.46330234999,0.009200342246830775,50901.18329584711,21572.558139534885,38459.74418604651,129302.32558139534,5.279534883720933,12.129999999999997,10.38999999999999,6.259999999999996,28,41,4729.3488372093025,0.35161850434883707,0.222202752
Moniteau County,mo,15801,38.61725,-92.62275,38.5827118,-92.57924820000001,76.89166399,0.00025314853490285424,58471.46837371622,20963.0,50007.25,123250.0,4.12,11.21,9.16,6.44,18,28,3950.25,0.435414724,0.181698002
Monmouth County,nj,494900,40.292442477876115,-74.1235575221239,40.2589455,-74.12399599999998,759587.1179884005,0.010422307536876136,114893.16731180403,42659.46017699115,84897.54867256636,407559.29203539825,3.8175221238938133,15.809999999999961,12.78999999999998,10.640000000000006,21,27,4379.646017699115,0.2669893573893805,0.43607171099999903
Mono County,ca,14146,37.905666666666654,-118.9,37.9218608,-118.9528645,3457.3832774,0.0014845185918280785,70448.17931879258,30417.0,57575.333333333336,330166.6666666667,5.133333333333333,16.99,15.729999999999999,12.17,75,85,4715.333333333333,0.16027953233333334,0.523088863
Monona County,ia,6754,42.019666666666666,-96.02866666666668,42.001594,-95.98325770000001,1271.880098,0.0004441812259401836,54519.29093932041,25052.333333333332,43134.666666666664,75000.0,3.9333333333333336,11.63,8.92,5.900000000000001,18,26,2251.3333333333335,0.43320855199999997,0.274917127
Monongalia County,wv,97960,39.62704347826089,-79.95821739130433,39.6695849,-79.96403389999998,3986.1100094379995,0.0005104124132298898,66534.23630186902,25999.652173913044,47139.260869565216,171795.65217391305,3.705217391304349,10.080000000000005,8.610000000000003,6.0900000000000025,10,15,4259.130434782609,0.3015205321304348,0.4076903699999999
Monroe County,al,22217,31.537714285714284,-87.36371428571428,31.511906800000002,-87.460397,2041.8322763899998,0.0005851375073142189,39536.95853595625,15809.0,24953.0,76371.42857142857,4.5,11.700000000000001,10.83,6.03,9,19,3173.8571428571427,0.4567318194285715,0.42317133000000007
Monroe County,ar,7713,34.73333333333333,-91.24533333333332,34.591874700000005,-91.135302,15.19002595,0.0001296512381693245,39381.86319113704,17668.333333333332,27154.0,54900.0,4.29,9.82,8.32,6.23,8,16,2571.0,0.41474881299999994,0.469269704
Monroe County,fl,74685,24.76518518518519,-81.2227777777778,24.555700100000003,-81.78259849999998,8444.9944995,0.0017674231773448484,84061.39319772189,38988.03703703704,62347.22222222222,488800.0,5.457777777777779,11.580000000000004,9.5,8.22,41,31,2766.1111111111113,0.27514778211111107,0.44655229299999993
Monroe County,ga,26915,33.04260000000001,-83.91120000000002,32.9746846,-83.88970570000001,1946.8709789,0.000371540033438603,66914.56453896935,25040.4,46406.2,139540.0,4.386,11.54,9.89,5.87,19,22,5383.0,0.3617941428,0.281656805
Monroe County,ia,4896,40.9985,-92.85799999999999,41.0040981,-92.8577105,0.0,0.0,61032.930437226314,27249.5,44347.0,98500.0,3.95,11.63,8.92,5.9,18,26,2448.0,0.436677445,0.273933403
Monroe County,il,33539,38.345666666666666,-90.1755,38.274252600000004,-90.18696440000001,640.70166472,0.0003577924207638868,85623.93744932438,32599.333333333332,71542.33333333333,197033.33333333334,4.079999999999999,12.5,9.019999999999998,6.670000000000001,18,28,5589.833333333333,0.3422892166666667,0.289504037
Monroe County,in,126475,39.16275000000001,-86.53892857142857,39.1851445,-86.49965460000001,6085.225288950001,0.0010278711207748568,62635.065108035655,27030.14285714286,48049.92857142857,168867.85714285713,3.8799999999999986,11.569999999999995,9.78,6.860000000000005,13,22,4516.964285714285,0.2184098298928571,0.5932179859999996
Monroe County,ky,9082,36.701666666666654,-85.73133333333334,36.7484915,-85.7256372,102.3016288,0.00011010790574763268,41462.08645922594,17112.0,28445.0,67666.66666666667,4.04,10.24,9.44,5.48,13,25,3027.3333333333335,0.4288707413333334,0.12041675
Monroe County,mi,150436,41.90371052631578,-83.47626315789473,41.973889299999996,-83.5070203,7959.680768639999,0.0008109760961471989,68493.74766625882,26222.78947368421,55846.76315789474,131536.84210526315,3.7189473684210532,14.420000000000002,10.550000000000006,7.020000000000003,15,30,3958.842105263158,0.3690759771578947,0.3624647440000002
Monroe County,mo,8680,39.50000000000001,-92.00266666666668,39.5508815,-92.0665197,0.0,0.0,50289.03259006336,20854.0,42991.333333333336,92400.0,4.046666666666667,11.21,9.16,6.44,18,28,2893.3333333333335,0.4803344383333334,0.205690861
Monroe County,ms,28370,33.91571428571429,-88.50628571428572,33.8773585,-88.55653099999998,575.955789014,0.00038773352132534365,47313.61829271836,18781.14285714286,35545.0,79400.0,4.337142857142857,11.269999999999998,10.549999999999999,6.5600000000000005,10,18,4052.8571428571427,0.3179134201428572,0.34756986199999995
Monroe County,ny,703615,43.16402234636871,-77.62349720670392,43.284124600000006,-77.74520809999999,67102.021299287,0.0009593314525699424,69803.61378617254,26598.32402234637,49939.804469273746,118672.62569832402,3.7368156424581067,18.53999999999997,15.309999999999956,6.309999999999971,28,36,3930.8100558659216,0.2699676035083798,0.5436682450000018
Monroe County,oh,11304,39.73566666666667,-81.12333333333333,39.7199038,-81.0754657,0.0,0.0,52827.737921971864,22158.666666666668,41950.0,92000.0,3.78,12.800000000000002,10.07,7.02,17,29,3768.0,0.4970730773333334,0.246335627
Monroe County,pa,143006,41.046551724137935,-75.3136551724138,41.0458376,-75.2479061,9079.487325925003,0.0005104680922478777,68345.97816388437,25080.068965517243,54982.44827586207,176458.62068965516,3.651379310344828,13.639999999999992,9.6,7.199999999999997,17,31,4931.241379310345,0.36413975013793093,0.4841987139999998
Monroe County,tn,45293,35.49685714285714,-84.30957142857143,35.471793,-84.2278796,1186.41744035,0.0003311770030689069,49598.66225282186,19375.85714285714,35929.857142857145,116400.0,4.09,10.299999999999999,10.159999999999998,6.170000000000001,10,19,6470.428571428572,0.4248815455714286,0.18674486800000004
Monroe County,wi,45274,43.94533333333334,-90.63077777777777,43.9412045,-90.75328090000001,2220.178061922,0.00039757918452091706,60190.47540028714,23642.555555555555,50993.77777777778,135788.88888888888,3.7522222222222226,14.11,10.89,7.58,20,28,5030.444444444444,0.3943049454444444,0.3603866220000001
Monroe County,wv,13525,37.54,-80.59533333333333,37.560195799999995,-80.5882803,0.0,0.0,48167.81582932126,20859.333333333332,36505.333333333336,102000.0,3.89,10.08,8.61,6.09,10,15,4508.333333333333,0.4899982733333333,0.19206349200000003
Montague County,tx,19478,33.683,-97.7165,33.646099299999996,-97.6982272,354.12409886999995,0.0003080398398192833,61240.90696069001,25927.333333333332,45928.333333333336,104700.0,4.68,11.56,8.15,5.59,47,54,3246.3333333333335,0.3337155776666667,0.102859135
Montcalm County,mi,63004,43.297538461538466,-85.16407692307692,43.3057341,-85.18940450000001,1015.4795498999999,0.00026982413814995875,51506.107557659685,20081.846153846152,40898.230769230766,93130.76923076923,3.7100000000000004,14.419999999999996,10.549999999999999,7.019999999999997,15,30,4846.461538461538,0.38861010238461535,0.2965054980000001
Monterey County,ca,407646,36.615267441860475,-121.67838372093023,36.3136201,-121.35416310000001,297864.42404053,0.013452848795278256,76833.21637070227,28243.174418604653,62732.45348837209,409703.488372093,4.776162790697669,16.990000000000006,15.730000000000013,12.169999999999982,75,85,4740.069767441861,0.20110664551162777,0.6695870739999994
Montezuma County,co,25700,37.35514285714286,-108.54785714285715,37.325751700000005,-108.6175626,1911.6388759200001,0.0010894941634241246,55341.64607927277,22851.0,42736.57142857143,184142.85714285713,5.04,12.120000000000001,9.88,7.3999999999999995,43,50,3671.4285714285716,0.307305671,0.308515662
Montgomery County,al,222235,32.34219672131148,-86.24468852459017,32.2077447,-86.17517590000001,24796.71335157999,0.001133934798749072,61082.381059161795,23944.55737704918,44894.45901639344,124780.32786885246,4.439999999999999,11.700000000000008,10.830000000000005,6.029999999999992,9,19,3643.1967213114754,0.2714569265245901,0.6203633209999995
Montgomery County,ar,9197,34.564,-93.64066666666668,34.542407399999995,-93.6623239,0.0,0.0,45670.96935565946,19794.333333333332,32959.666666666664,89966.66666666667,4.25,9.82,8.32,6.23,8,16,3065.6666666666665,0.38900281766666667,0.21335268499999996
Montgomery County,ga,8968,32.16766666666667,-82.53533333333331,32.1802095,-82.51858370000001,25.56444051,0.00011150758251561107,46528.505939405666,18318.666666666668,36146.666666666664,76400.0,4.47,11.54,9.89,5.87,19,22,2989.3333333333335,0.42052198333333335,0.237921348
Montgomery County,ia,8485,40.99,-95.204,41.0438839,-95.1849219,136.56579662000001,0.0008249852681202121,50287.523803552154,22177.333333333332,38996.666666666664,73333.33333333333,4.016666666666667,11.63,8.92,5.900000000000001,18,26,2828.3333333333335,0.3719849386666667,0.262505002
Montgomery County,il,29348,39.216,-89.5015,39.236368799999994,-89.4742177,2036.7462788,0.0004770342101676435,60983.637748433626,21982.75,47166.125,87112.5,3.98,12.5,9.019999999999998,6.670000000000001,18,28,3668.5,0.429162990625,0.27203991
Montgomery County,in,38172,40.03488888888889,-86.89877777777778,40.019878999999996,-86.8220341,532.63273407,0.00039295818924866394,57862.20651630175,23125.444444444445,48578.333333333336,111044.44444444444,3.8577777777777778,11.57,9.78,6.86,13,22,4241.333333333333,0.44555720555555545,0.22263426299999997
Montgomery County,ks,27340,37.13688888888889,-95.66322222222223,37.240253,-95.8142885,1513.46641239,0.0005120702267739576,51102.24023417448,20237.666666666668,38276.666666666664,63600.0,4.3,12.340000000000002,10.1,7.610000000000001,12,18,3037.777777777778,0.31467842144444447,0.21999483800000003
Montgomery County,ky,21054,38.0225,-83.916,38.0314578,-83.88970570000001,636.9123565,0.0007599506032107913,51224.61986260948,21140.0,38456.25,115175.0,3.8525,10.24,9.44,5.48,13,25,5263.5,0.38582581825,0.27612136
Montgomery County,md,730660,39.083156862745106,-77.12524183006532,39.154742600000006,-77.2405153,174996.34456303992,0.004569840965702242,135390.81828244665,50699.836601307186,112104.41176470589,492408.49673202616,3.8417647058823503,13.819999999999986,11.0,8.529999999999978,28,39,4775.555555555556,0.13483650535294114,0.7586602989999992
Montgomery County,mo,11939,38.9595,-91.45325,38.9365599,-91.48214820000001,744.2504906999998,0.0005863137616215763,50149.80291198091,20666.0,39870.0,104475.0,4.0925,11.21,9.16,6.44,18,28,2984.75,0.42607711975,0.206120944
Montgomery County,ms,10464,33.47933333333334,-89.65233333333335,33.527442699999995,-89.62516459999998,840.9476800000001,0.000668960244648318,42271.12976398126,18173.666666666668,32308.333333333332,71233.33333333333,4.36,11.270000000000001,10.55,6.56,10,18,3488.0,0.33190373300000003,0.426477655
Montgomery County,nc,20228,35.2992,-79.9216,35.3587922,-79.87448359999998,195.57338249999998,0.00029661854854656913,48121.885450334696,20006.8,34105.2,94940.0,4.242,11.28,8.73,6.51,29,33,4045.6,0.3240115126,0.35880863
Montgomery County,ny,49779,42.93187500000001,-74.3305625,42.915521000000005,-74.4525627,9087.976792832002,0.0021093232085819323,57684.25886098053,22578.125,42456.8125,96712.5,3.546874999999999,18.54,15.31,6.310000000000001,28,36,3111.1875,0.3633336209375,0.3418396609999999
Montgomery County,oh,432266,39.74579032258063,-84.20288709677419,39.7620028,-84.35420490000001,35347.091917259,0.0006778233772723277,61139.58238505354,25192.0,45717.82258064516,108972.58064516129,3.800000000000008,12.79999999999997,10.070000000000006,7.019999999999988,17,29,3486.016129032258,0.2944639086209677,0.4714737939999993
Montgomery County,pa,675897,40.170976470588215,-75.31761764705884,40.2290075,-75.38785250000001,112121.50571880201,0.0017532257133853234,110062.59997816868,41090.69411764706,83476.88823529411,304129.4117647059,3.7326470588235376,13.640000000000025,9.599999999999977,7.200000000000022,17,31,3975.864705882353,0.2589066060647059,0.5872969830000013
Montgomery County,tn,145393,36.55006451612904,-87.35074193548384,36.4960406,-87.460397,2713.393803659,0.0003782850618668024,61077.76835059969,21865.16129032258,47793.06451612903,142248.38709677418,4.120000000000002,10.300000000000006,10.160000000000004,6.169999999999996,10,19,4690.096774193548,0.3158754543870968,0.37860958799999983
Montgomery County,tx,414243,30.24705882352943,-95.46794117647056,30.321348200000003,-95.4777811,16463.838638029003,0.0006686896338622499,90200.17531605868,34624.901960784315,71145.35294117648,187258.82352941178,4.439999999999999,11.559999999999995,8.149999999999993,5.59,47,54,8122.411764705882,0.2538035471960784,0.22524780500000027
Montgomery County,va,86087,37.1925,-80.40435714285717,37.2070304,-80.41039570000001,5079.914251460001,0.0011499994191922125,65970.83479776655,27762.571428571428,46225.0,227542.85714285713,3.89,11.370000000000003,8.210000000000004,6.950000000000002,19,16,6149.071428571428,0.20405236135714286,0.46879025600000007
Montmorency County,mi,9401,45.0016,-84.16580000000002,45.07427939999999,-84.1403141,86.70565492,0.00021274332517817252,44993.61668613765,20601.4,36214.8,91460.0,3.6040000000000005,14.419999999999998,10.55,7.019999999999999,15,30,1880.2,0.41690390560000007,0.256789137
Montour County,pa,18508,40.99825,-76.64175,41.02623029999999,-76.68747009999998,2571.167988,0.0009185217203371515,74020.02216237843,30205.5,55178.0,168175.0,3.6750000000000003,13.64,9.6,7.2,17,31,4627.0,0.40114800050000005,0.334036321
Montrose County,co,40815,38.46550000000001,-107.9486,38.468303999999996,-108.1428669,2509.83592459,0.001347543795173343,55277.13392982874,23424.0,46394.7,202520.0,4.814,12.120000000000001,9.879999999999999,7.4,43,50,4081.5,0.32779902400000005,0.25809207399999995
Moody County,sd,6439,44.0395,-96.623,43.9779303,-96.663812,0.0,0.0,66768.3512061578,26675.0,51673.0,122800.0,3.84,11.08,9.16,7.37,10,19,3219.5,0.338025335,0.355631399
Moore County,nc,71757,35.257538461538466,-79.43984615384619,35.3674493,-79.4703885,1763.5691721699998,0.0005713728277380604,61810.77619579233,25800.153846153848,48934.92307692308,170884.61538461538,4.25,11.28,8.730000000000002,6.510000000000001,29,33,5519.7692307692305,0.2766618710769231,0.338206342
Moore County,tn,6351,35.282,-86.3625,35.2700506,-86.357952,5.4964100239999985,0.0001574555188159345,71508.33148889308,28486.5,48152.0,153500.0,4.14,10.3,10.16,6.17,10,19,3175.5,0.396308802,0.16951469600000002
Moore County,tx,22281,35.865,-101.913,35.8446761,-101.8891721,4163.8256982,0.002109420582559131,59702.90400734348,19934.5,48472.0,93325.0,4.97,11.56,8.15,5.59,47,54,5570.25,0.26283712775,0.208285823
Mora County,nm,4660,36.008,-105.02600000000001,35.9742154,-105.3300508,0.0,0.0,36952.66022,15591.0,23822.0,84300.0,4.96,12.47,10.3,6.33,21,33,4660.0,0.355744949,0.631123919
Morehouse Parish,la,20664,32.76316666666667,-91.89866666666668,32.796224,-91.75388170000001,500.91943624,0.00043554006968641115,47859.106271706354,19324.166666666668,29953.333333333332,86700.0,4.37,9.33,8.659999999999998,5.41,16,17,3444.0,0.43110207650000004,0.434947688
Morgan County,al,114903,34.52142307692308,-86.93476923076923,34.4240875,-86.86218269999998,4966.71166146,0.00060050651419023,60275.352386961866,23943.53846153846,45906.192307692305,117934.61538461539,4.215384615384616,11.699999999999996,10.830000000000004,6.03,9,19,4419.346153846154,0.3098416648076923,0.22436038499999983
Morgan County,co,28359,40.247,-103.794,40.298922600000004,-103.7289167,5045.376403425001,0.001410486970626609,59187.570110595574,23742.25,50976.375,149737.5,4.51375,12.120000000000001,9.88,7.3999999999999995,43,50,3544.875,0.31358641924999997,0.263122476
Morgan County,ga,17900,33.5914,-83.48299999999998,33.5794186,-83.46435509999998,1552.366439,0.000670391061452514,67166.24511133687,25369.4,53289.4,191440.0,4.35,11.54,9.89,5.87,19,22,3580.0,0.35869776080000004,0.281717011
Morgan County,il,35129,39.7212,-90.22929999999998,39.7341219,-90.2244662,2080.258080776,0.000654729710495602,60715.15984856387,24462.8,48901.2,97140.0,4.009999999999999,12.5,9.019999999999998,6.67,18,28,3512.9,0.4272700296,0.32128431599999996
Morgan County,in,69403,39.50969230769231,-86.41830769230768,39.51168089999999,-86.3376761,600.97919309,0.0003025805800901978,69813.52779446667,25164.076923076922,55208.846153846156,134807.6923076923,3.8800000000000003,11.569999999999997,9.78,6.86,13,22,5338.692307692308,0.4229850795384615,0.19361770400000003
Morgan County,ky,8774,37.929,-83.31766666666668,37.9145713,-83.29340859999999,30.30340978,0.00022794620469569182,43900.971988611804,16853.666666666668,31505.0,86666.66666666667,3.8733333333333335,10.24,9.44,5.48,13,25,2924.6666666666665,0.35441470766666666,0.21107847300000002
Morgan County,mo,20225,38.3922,-92.8638,38.3661344,-92.8577105,286.19158892,0.00029666254635352286,45525.63850512732,19152.2,36520.8,115360.0,4.12,11.21,9.16,6.44,18,28,4045.0,0.4168228288,0.20056721500000002
Morgan County,oh,11176,39.60933333333333,-81.80966666666667,39.6521907,-81.82243620000001,0.0,0.0,48537.84461103347,19336.666666666668,35695.333333333336,86766.66666666667,3.78,12.800000000000002,10.07,7.02,17,29,3725.3333333333335,0.47041323933333334,0.272019078
Morgan County,tn,21794,36.1198,-84.60959999999997,36.1004285,-84.64791240000001,137.730134502,0.00018353675323483528,52086.58679213774,18586.2,38992.6,96740.0,3.9900000000000007,10.3,10.16,6.17,10,19,4358.8,0.5101523448,0.158013205
Morgan County,ut,10276,41.0685,-111.6085,41.0576176,-111.61837549999998,576.5613692000002,0.0007785130400934215,93410.65904441026,26611.5,69789.5,281400.0,4.68,10.88,8.62,6.17,19,26,5138.0,0.2501404125,0.111370717
Morgan County,wv,17475,39.58,-78.2475,39.5073361,-78.24761459999998,73.73886611,0.00017167381974248928,53650.383659649226,23284.0,37906.25,167700.0,3.72,10.08,8.61,6.09,10,15,4368.75,0.42149293225,0.205370007
Morrill County,ne,4874,41.721000000000004,-103.00399999999999,41.65524179999999,-102.989615,412.0796186,0.0016413623307345096,59488.84401999999,24869.0,45910.0,80600.0,4.38,10.6,8.67,7.59,14,21,4874.0,0.323003576,0.130193906
Morris County,ks,2948,38.701,-96.56200000000001,38.714483200000004,-96.663812,0.0,0.0,59950.0,25923.0,50747.0,86700.0,4.3,12.34,10.1,7.61,12,18,2948.0,0.394462097,0.228193146
Morris County,nj,361891,40.85266666666668,-74.48793055555558,40.83360379999999,-74.54632819999998,287410.78925027,0.004426747280258421,135991.14160791834,49954.65277777778,107387.98611111111,473695.8333333333,3.796944444444449,15.80999999999997,12.789999999999988,10.63999999999999,21,27,5026.263888888889,0.22212648123611112,0.45986706700000035
Morris County,tx,12700,33.08866666666667,-94.73033333333332,33.122847,-94.76915859999998,128.75458500000002,0.00023622047244094488,54499.17357676928,20412.666666666668,39974.0,70733.33333333333,4.38,11.56,8.15,5.59,47,54,4233.333333333333,0.35259923600000004,0.287066882
Morrison County,mn,32962,46.011875,-94.315875,45.984647499999994,-94.052545,1394.0730010300001,0.0003640555791517505,61319.1750613367,24667.25,50255.75,151912.5,3.7287500000000002,12.120000000000001,9.44,7.019999999999998,34,39,4120.25,0.39466158725000006,0.20742557300000003
Morrow County,oh,30721,40.5048,-82.80019999999998,40.5303751,-82.80079930000001,0.0,0.0,64102.337649897796,23395.2,53147.4,134920.0,3.7299999999999995,12.8,10.07,7.019999999999999,17,29,6144.2,0.4554241826,0.229272211
