county,state,population,lat,lon,lat_gmap,lon_gmap
Salem city,va,25165,37.28339999999999,-80.05940000000001,37.2934681,-80.05476259999999
Saline County,ar,91291,34.590933333333325,-92.55193333333335,34.5708215,-92.539603
Saline County,il,24783,37.76155555555555,-88.53177777777778,37.7149675,-88.55653099999999
Saline County,ks,37379,38.81011111111111,-97.61944444444444,38.8174853,-97.69822719999999
Saline County,mo,23334,39.128125,-93.18975,39.1943564,-93.17796589999999
Saline County,ne,14360,40.5635,-97.084,40.4930367,-97.179026
Salt Lake County,ut,940420,40.66203278688527,-111.9110765027322,40.644188,-111.9522491
Saluda County,sc,14104,33.9905,-81.68549999999999,34.008713,-81.73494199999999
Sampson County,nc,53815,34.992333333333335,-78.38266666666667,34.9197548,-78.3842227
San Augustine County,tx,8695,31.43466666666667,-94.15266666666666,31.4699363,-94.15137639999999
San Benito County,ca,57557,36.816,-121.37136363636363,36.5760883,-120.9876321
San Bernardino County,ca,2059868,34.184321329639886,-117.33490858725754,34.9592083,-116.419389
San Diego County,ca,3108585,32.87140132669988,-117.11011111111125,32.7157305,-117.1610966
San Francisco County,ca,782065,37.759913793103465,-122.43705172413794,37.7749295,-122.4194155
San Jacinto County,tx,27023,30.58475,-95.12675000000002,30.5187687,-95.1432068
San Joaquin County,ca,708554,37.94532374100722,-121.29207194244606,37.9175935,-121.1710389
San Juan County,co,606,37.802,-107.717,37.7573704,-107.71625
San Juan County,nm,125133,36.720454545454544,-108.20942424242429,36.3882439,-108.2377519
San Juan County,ut,15152,37.507749999999994,-109.88675,37.4634157,-109.7591675
San Juan County,wa,15956,48.59275,-122.98875,48.61180350000001,-122.9602621
San Luis Obispo County,ca,272483,35.34780392156863,-120.68111764705878,35.3102296,-120.4357631
San Mateo County,ca,748731,37.559544871794856,-122.33394230769223,37.4337342,-122.4014193
San Miguel County,co,7676,37.94075,-108.03774999999999,37.9781237,-108.1428669
San Miguel County,nm,28668,35.55485714285715,-105.20628571428571,35.5117793,-104.8454619
San Patricio County,tx,57080,27.943000000000005,-97.41335714285715,27.9999695,-97.5247243
San Saba County,tx,5893,31.198999999999998,-98.721,31.238909,-98.7481167
Sanborn County,sd,2339,44.023,-98.091,44.0403291,-98.04651849999999
Sanders County,mt,11346,47.663333333333334,-115.03533333333333,47.61094629999999,-115.1316944
Sandoval County,nm,136638,35.37292592592593,-106.6662962962963,35.6020667,-106.7234639
Sandusky County,oh,52024,41.339076923076924,-83.09746153846154,41.3559092,-83.12200740000002
Sangamon County,il,192888,39.779627450980385,-89.65662745098044,39.7337353,-89.62516459999999
Sanilac County,mi,42014,43.38233333333333,-82.75083333333335,43.4069041,-82.7347142
Sanpete County,ut,28261,39.395,-111.59459999999999,39.3090085,-111.5706786
Santa Barbara County,ca,416215,34.6274268292683,-120.06254878048775,34.4208321,-119.6982057
Santa Clara County,ca,1835844,37.315519230769205,-121.91124450549461,37.3336581,-121.8907041
Santa Cruz County,az,47073,31.4279,-110.93260000000001,31.5986127,-110.8076084
Santa Cruz County,ca,269278,36.99071153846154,-121.94278846153847,37.0453988,-121.9579578
Santa Fe County,nm,141994,35.65057446808509,-105.98868085106383,35.3653705,-105.9699878
Santa Rosa County,fl,161021,30.56632,-87.05779999999999,30.7689907,-86.9824288
Sarasota County,fl,383258,27.217384615384614,-82.45424175824176,27.1995986,-82.34518899999999
Saratoga County,ny,215046,43.01689583333333,-73.78889583333331,43.0324245,-73.93598209999999
Sargent County,nd,3874,46.1415,-97.68299999999999,46.1089195,-97.61524179999999
Sarpy County,ne,121754,41.15453333333333,-96.034,41.0744042,-96.19513200000002
Sauk County,wi,56342,43.42790909090909,-89.87563636363635,43.4066375,-89.9253233
Saunders County,ne,20913,41.205799999999996,-96.55319999999999,41.168563,-96.663812
Sawyer County,wi,16483,45.887499999999996,-91.2605,45.8220169,-91.16858859999999
Schenectady County,ny,151672,42.81004878048781,-73.94719512195121,42.8493445,-73.98300290000002
Schleicher County,tx,3224,30.897,-100.539,30.9234947,-100.5296115
Schley County,ga,5074,32.284,-84.32400000000001,32.2736136,-84.3121264
Schoharie County,ny,30684,42.62171428571428,-74.43942857142858,42.65503349999999,-74.4994517
Schoolcraft County,mi,8288,46.073333333333345,-86.26266666666665,46.0693515,-86.1903622
Schuyler County,il,7311,40.12233333333334,-90.54533333333332,40.1844543,-90.6393702
Schuyler County,mo,4395,40.4695,-92.521,40.4857709,-92.49999179999999
Schuyler County,ny,18410,42.3832,-76.8814,42.3796425,-76.8720961
Schuylkill County,pa,131640,40.71088571428572,-76.20514285714285,40.6873058,-76.17837390000001
Scioto County,oh,70476,38.77433333333334,-82.95649999999999,38.861065,-82.99316069999999
Scotland County,mo,4873,40.451,-92.1635,40.4921465,-92.18432849999999
Scotland County,nc,28573,34.756,-79.48866666666667,34.8451203,-79.4703885
Scott County,ar,10870,34.879333333333335,-94.08299999999998,34.8854732,-93.9878427
Scott County,ia,150370,41.558243902439024,-90.57787804878048,41.6393199,-90.6393702
Scott County,il,5198,39.6535,-90.4815,39.6094934,-90.4879916
Scott County,in,23783,38.7032,-85.766,38.7008005,-85.7256372
Scott County,ks,4928,38.482,-100.906,38.562531,-100.8903099
Scott County,ky,42296,38.24490909090909,-84.58072727272726,38.3172361,-84.56414699999999
Scott County,mn,109480,44.720882352941175,-93.48,44.6834072,-93.54079089999999
Scott County,mo,39061,37.0322,-89.57569999999998,37.0394443,-89.62516459999999
Scott County,ms,28293,32.40366666666667,-89.54516666666666,32.4456315,-89.4742177
Scott County,tn,22043,36.4166,-84.504,36.3976209,-84.5222189
Scott County,va,22570,36.69433333333333,-82.6025,36.6815794,-82.605118
Scotts Bluff County,ne,36684,41.865181818181824,-103.68663636363635,41.8140936,-103.6362715
Screven County,ga,14206,32.729600000000005,-81.6342,32.7074673,-81.6035062
Scurry County,tx,17238,32.72975,-100.922,32.6937844,-100.8903099
Searcy County,ar,7965,35.897333333333336,-92.64933333333333,35.9721,-92.6983868
Sebastian County,ar,84314,35.327588235294115,-94.36176470588234,35.2260397,-94.315422
Sedgwick County,co,2365,40.876,-102.352,40.8568843,-102.3463875
Sedgwick County,ks,386384,37.6805918367347,-97.34095918367348,37.6537367,-97.5247243
Seminole County,fl,435462,28.70198823529412,-81.31178823529413,28.7131688,-81.20781640000001
Seminole County,ga,8769,30.945333333333334,-84.86766666666666,30.9331429,-84.8984775
Seminole County,ok,20947,35.17125,-96.61375000000001,35.1197519,-96.663812
Seneca County,ny,35144,42.8369,-76.815,42.7651891,-76.8720961
Seneca County,oh,47505,41.12133333333334,-83.21933333333332,41.1585179,-83.1649001
Sequatchie County,tn,14592,35.35733333333334,-85.41166666666668,35.3469428,-85.39627689999999
Sequoyah County,ok,34608,35.469249999999995,-94.72649999999999,35.5155322,-94.7691586
Sevier County,ar,17268,34.0025,-94.2695,34.0346222,-94.27436279999999
Sevier County,tn,71407,35.84271428571429,-83.58128571428571,35.8271682,-83.5070203
Sevier County,ut,20871,38.7564,-111.9858,38.7333524,-111.6660725
Seward County,ks,18251,37.074,-100.909,37.221014,-100.8903099
Seward County,ne,16998,40.87649999999999,-97.10849999999999,40.9078649,-97.0984646
Shackelford County,tx,3352,32.736,-99.354,32.8242297,-99.2785583
Shannon County,mo,8317,37.1195,-91.387,37.2028249,-91.44346900000001
Sharkey County,ms,4805,32.898,-90.8635,32.9860902,-90.8294002
Sharp County,ar,17055,36.21925,-91.4625,36.16759740000001,-91.44346900000001
Shasta County,ca,178942,40.59275,-122.29966666666667,40.7908864,-121.8474493
Shawano County,wi,41563,44.78645454545455,-88.66554545454547,44.7683909,-88.7108964
Shawnee County,ks,133370,39.04209375,-95.69774999999998,39.0928449,-95.81428849999999
Sheboygan County,wi,107236,43.736041666666665,-87.83595833333334,43.6895227,-87.6186379
Shelby County,al,188793,33.27847619047619,-86.7400476190476,33.3039292,-86.6611083
Shelby County,ia,9079,41.65933333333333,-95.36633333333334,41.7177667,-95.3102505
Shelby County,il,22115,39.40233333333333,-88.79899999999999,39.3980704,-88.86469799999999
Shelby County,in,44441,39.5322,-85.78419999999997,39.4952877,-85.84862360000001
Shelby County,ky,44290,38.20577777777778,-85.22800000000001,38.1778076,-85.2308414
Shelby County,mo,6179,39.788999999999994,-92.067,39.8388716,-92.1057549
Shelby County,oh,39280,40.315875,-84.21537500000001,40.3689335,-84.2278796
Shelby County,tn,775649,35.13134806629835,-89.91880110497233,35.1268552,-89.9253233
Shelby County,tx,25725,31.793166666666668,-94.165,31.8343021,-94.15137639999999
Shenandoah County,va,37315,38.85442857142857,-78.56771428571429,38.8413778,-78.5660852
Sherburne County,mn,79278,45.4035,-93.7505,45.4644612,-93.7298983
Sheridan County,ks,2531,39.361000000000004,-100.4485,39.3470831,-100.439656
Sheridan County,mt,3630,48.7555,-104.5915,48.701151,-104.4278092
Sheridan County,ne,5294,42.65650000000001,-102.3295,42.3613076,-102.2547919
Sheridan County,wy,29738,44.7875,-106.9825,44.787904,-106.925973
Sherman County,ks,1003,39.347,-101.713,39.29821889999999,-101.7979613
Sherman County,ne,3107,41.221,-98.976,41.1751661,-98.92453429999999
Sherman County,or,1795,45.41,-120.695,45.4122013,-120.753042
Sherman County,tx,3066,36.278,-101.893,36.2643429,-101.9804613
Shiawassee County,mi,58858,42.958933333333334,-84.1504,42.949754,-84.1857115
Shoshone County,id,12571,47.50266666666667,-115.86566666666666,47.1746948,-115.9104676
Sibley County,mn,15021,44.573499999999996,-94.18624999999999,44.5502089,-94.15137639999999
Sierra County,ca,3021,39.584,-120.53,39.5532845,-120.2512728
Sierra County,nm,11615,33.10925,-107.25750000000001,33.13459600000001,-107.1011931
Silver Bow County,mt,34549,45.98575,-112.52700000000002,45.8804293,-112.5843056
Simpson County,ky,15600,36.757,-86.60433333333333,36.7772014,-86.6207943
Simpson County,ms,27401,31.918400000000002,-89.87039999999999,31.9017736,-89.9253233
Sioux County,ia,27539,43.0752,-96.2192,43.08699360000001,-96.15269850000001
Sioux County,nd,4380,46.1455,-100.983,46.0512004,-101.1175392
Sioux County,ne,1249,42.50100000000001,-103.727,42.5012873,-103.7289167
Siskiyou County,ca,43895,41.61864285714286,-122.47699999999999,41.7743261,-122.5770126
Skagit County,wa,111615,48.47096428571429,-122.33996428571427,48.4241961,-121.7114362
Skamania County,wa,11059,45.739000000000004,-121.89750000000001,45.9428524,-121.8962257
Smith County,ks,3740,39.78,-98.786,39.7333849,-98.7481167
Smith County,ms,16257,31.979333333333333,-89.50266666666668,32.0826588,-89.4742177
Smith County,tn,19136,36.245999999999995,-85.95219999999999,36.2388468,-85.971322
Smith County,tx,196386,32.328027777777784,-95.29291666666668,32.3352505,-95.3102505
Smyth County,va,31734,36.828111111111106,-81.544,36.8687921,-81.5596427
Snohomish County,wa,663262,47.93142424242426,-122.18581818181815,48.0329979,-121.8339472
Snyder County,pa,32748,40.79566666666667,-77.015,40.750748,-77.0564464
Socorro County,nm,16226,34.10359999999999,-106.97160000000001,33.8837087,-106.7234639
Solano County,ca,414612,38.22334782608696,-122.08729347826086,38.3104969,-121.9017954
Somerset County,md,14754,38.0872,-75.8098,38.0862333,-75.8533954
Somerset County,me,36865,44.95676923076924,-69.76476923076922,45.5913402,-69.9999212
Somerset County,nj,256997,40.570903846153854,-74.58015384615386,40.5292099,-74.64004320000001
Somerset County,pa,62096,40.01870588235294,-79.01200000000001,40.022493,-78.9288242
Somervell County,tx,8608,32.225500000000004,-97.75999999999999,32.2547696,-97.7416703
Sonoma County,ca,495078,38.414353535353534,-122.72861616161617,38.5779555,-122.9888319
Southampton County,va,17056,36.7225,-77.10900000000001,36.6788512,-77.10249019999999
Spalding County,ga,63873,33.25683333333334,-84.27499999999999,33.2636732,-84.3121264
Spartanburg County,sc,261976,34.955919354838706,-81.98467741935485,34.860551,-81.9534815
Spencer County,in,20856,37.979800000000004,-87.03639999999999,37.9832621,-87.0224442
Spencer County,ky,15548,38.053333333333335,-85.34033333333333,38.0123167,-85.31362179999999
Spink County,sd,3738,44.92150000000001,-98.3755,44.844023,-98.3516918
Spokane County,wa,421284,47.67568085106384,-117.37576595744679,47.65869300000001,-117.4225481
Spotsylvania County,va,105890,38.23442307692308,-77.58161538461538,38.204165,-77.6077865
St. Bernard Parish,la,28949,29.94509090909091,-89.95781818181818,29.879791,-89.3226954
St. Charles County,mo,261396,38.778629629629634,-90.64574074074073,38.7338885,-90.8294002
St. Charles Parish,la,38669,29.93922222222222,-90.36244444444444,29.9273657,-90.3371889
St. Clair County,al,85864,33.66015384615385,-86.34715384615387,33.6530112,-86.3376761
St. Clair County,il,265860,38.55996610169492,-90.01849152542376,38.40081199999999,-89.9253233
St. Clair County,mi,160429,42.90995918367347,-82.56489795918367,43.016179,-82.6483442
St. Clair County,mo,9520,38.056666666666665,-93.75433333333335,38.001146,-93.8248241
St. Croix County,wi,80540,45.01230769230769,-92.56169230769228,45.0497844,-92.3875695
St. Francis County,ar,27345,35.01166666666667,-90.77749999999999,34.9926533,-90.7152749
St. Francois County,mo,59151,37.827444444444446,-90.49855555555557,37.7652755,-90.4879916
St. Helena Parish,la,10818,30.819499999999998,-90.727,30.8021866,-90.6773046
St. James Parish,la,15729,30.016399999999997,-90.73300000000002,30.0179292,-90.7913227
St. John the Baptist Parish,la,30253,30.059142857142856,-90.51599999999999,30.1118331,-90.4879916
St. Johns County,fl,210495,29.96253846153847,-81.39694871794872,29.9719419,-81.42789839999999
St. Joseph County,in,260028,41.670013888888874,-86.23722222222221,41.6228085,-86.3376761
St. Joseph County,mi,56722,41.8903125,-85.5254375,41.9118044,-85.52002399999999
St. Landry Parish,la,60397,30.524714285714285,-92.12828571428572,30.6036535,-92.0665197
St. Lawrence County,ny,105940,44.650600000000004,-75.16136000000002,44.4473142,-74.930206
St. Louis County,mn,194925,47.103265624999985,-92.29682812500002,47.7395106,-92.3623921
St. Louis County,mo,775247,38.64954487179487,-90.3780705128205,38.6103023,-90.4125181
St. Louis city,mo,299666,38.629329999999996,-90.25153000000005,38.6270025,-90.19940419999999
St. Lucie County,fl,286019,27.361190476190473,-80.34364285714285,27.3225563,-80.54384499999999
St. Martin Parish,la,46548,30.194000000000003,-91.8001111111111,30.2395901,-91.7538817
St. Mary Parish,la,40505,29.74766666666667,-91.39616666666666,29.502976,-91.44346900000001
St. Mary's County,md,91213,38.30576923076923,-76.60892307692308,38.1060259,-76.3637285
St. Tammany Parish,la,198412,30.38332352941176,-89.94529411764704,30.4357418,-89.9253233
Stafford County,ks,4320,38.043,-98.747,38.0749046,-98.7481167
Stafford County,va,113778,38.40163636363638,-77.43245454545453,38.4334566,-77.4242972
Stanislaus County,ca,527367,37.62203191489359,-120.95349999999999,37.5090711,-120.9876321
Stanley County,sd,2962,44.476000000000006,-100.53,44.3386264,-100.8000051
Stanly County,nc,60586,35.324384615384616,-80.24576923076923,35.30145540000001,-80.23213129999999
Stanton County,ne,6081,41.9615,-97.217,41.9329995,-97.179026
Stark County,il,5859,41.1055,-89.81200000000003,41.0795661,-89.81303559999999
Stark County,nd,21082,46.85783333333333,-102.75866666666666,46.8250004,-102.6554727
Stark County,oh,321543,40.83145205479452,-81.38636986301374,40.8684676,-81.2518833
Starke County,in,23117,41.28142857142858,-86.64985714285716,41.2715616,-86.6207943
Starr County,tx,51972,26.418833333333335,-98.8415,26.6215167,-98.7481167
Staunton city,va,24193,38.1575,-79.07033333333332,38.149576,-79.0716958
Ste. Genevieve County,mo,17990,37.91625,-90.14375,37.8934532,-90.2244662
Stearns County,mn,102133,45.55505263157895,-94.45473684210526,45.5844792,-94.5865603
Steele County,mn,36523,44.0515,-93.216375,43.9758523,-93.17796589999999
Steele County,nd,1979,47.456,-97.719,47.4272265,-97.688456
Stephens County,ga,25620,34.562799999999996,-83.2928,34.5458998,-83.2934086
Stephens County,ok,38684,34.51466666666667,-97.93911111111112,34.5203466,-97.87216
Stephens County,tx,9452,32.744,-98.89366666666666,32.7399935,-98.8400144
Stephenson County,il,46625,42.32092307692308,-89.65107692307694,42.31448899999999,-89.62516459999999
Sterling County,tx,1346,31.822,-101.045,31.78149299999999,-101.0711758
Steuben County,in,34267,41.65122222222222,-85.01044444444445,41.6115471,-84.981754
Steuben County,ny,98665,42.275266666666674,-77.31386666666668,42.321027,-77.3783789
Stevens County,ks,5772,37.1875,-101.339,37.186894,-101.2523792
Stevens County,mn,9771,45.57366666666667,-95.93,45.52151180000001,-95.95221780000001
Stevens County,wa,43548,48.31191666666667,-117.84008333333333,48.4558249,-117.9059909
Stewart County,ga,5868,32.076499999999996,-84.79449999999999,32.1141344,-84.8150781
Stewart County,tn,13286,36.45766666666666,-87.806,36.5023236,-87.77633329999999
Stillwater County,mt,9288,45.62533333333334,-109.426,45.7001096,-109.3922403
Stoddard County,mo,29837,36.83412500000001,-89.94749999999999,36.8680558,-89.9253233
Stokes County,nc,37975,36.367714285714285,-80.27571428571427,36.4244396,-80.23213129999999
Stone County,ar,11170,35.8835,-92.17750000000001,35.8075142,-92.2236667
Stone County,mo,28082,36.711,-93.45,36.7748882,-93.4599326
Stone County,ms,11000,30.814,-89.1845,30.8013069,-89.1705998
Stonewall County,tx,1414,33.179,-100.254,33.1114912,-100.1703257
Story County,ia,60767,42.02838461538462,-93.58669230769229,42.1040438,-93.5003454
Strafford County,nh,118619,43.24308333333334,-70.95450000000001,43.238329,-71.0236044
Stutsman County,nd,15540,46.9256,-98.8044,46.939184,-98.99091390000001
Sublette County,wy,10117,42.820499999999996,-109.91900000000001,42.8138723,-109.7591675
Suffolk County,ma,530014,42.331954545454565,-71.07986363636364,42.3522866,-71.0504229
Suffolk County,ny,1407907,40.8227533333333,-73.10419333333331,40.9848784,-72.61511689999999
Suffolk city,va,73522,36.765608695652176,-76.58304347826086,36.7282054,-76.5835621
Sullivan County,in,21111,39.0892,-87.39679999999998,39.08431220000001,-87.42075179999999
Sullivan County,mo,6512,40.21066666666667,-93.11500000000001,40.1836505,-93.17796589999999
Sullivan County,nh,38812,43.353111111111104,-72.24233333333333,43.3770392,-72.236379
Sullivan County,ny,76330,41.71287499999999,-74.75899999999999,41.6897493,-74.7805192
Sullivan County,pa,3813,41.44600000000001,-76.385,41.4781004,-76.5025742
Sullivan County,tn,142720,36.53388888888888,-82.41277777777778,36.4933147,-82.34518899999999
Sully County,sd,1469,44.723,-100.201,44.7797647,-100.0681792
Summers County,wv,13544,37.654,-80.86425,37.5812062,-80.8543847
Summit County,co,28940,39.566,-106.0676,39.5911871,-106.0640179
Summit County,oh,458397,41.10452252252252,-81.51437837837837,41.0918991,-81.5596427
Summit County,ut,29254,40.76444444444444,-111.44677777777777,40.8297566,-110.9983515
Sumner County,ks,14489,37.23825,-97.4525,37.2236052,-97.6114217
Sumner County,tn,149746,36.42468421052632,-86.52771052631581,36.4718084,-86.49965460000001
Sumter County,al,13341,32.57025,-88.20975000000001,32.6155551,-88.24611829999999
Sumter County,fl,83327,28.78015384615385,-82.07815384615385,28.6747526,-82.08429009999999
Sumter County,ga,31429,32.05075,-84.19425,31.9981596,-84.2278796
Sumter County,sc,88048,33.93763157894737,-80.36126315789473,33.9123048,-80.4103957
Sunflower County,ms,24528,33.53766666666667,-90.60166666666667,33.526164,-90.6773046
Surry County,nc,59003,36.43161111111112,-80.65266666666668,36.3743453,-80.6770787
Surry County,va,6823,37.1175,-76.8895,37.1185515,-76.8720961
Susquehanna County,pa,38438,41.8066,-75.7603,41.745553,-75.8069082
Sussex County,de,186288,38.66036956521739,-75.31095652173913,38.65308410000001,-75.4344727
Sussex County,nj,143298,41.084999999999994,-74.66715,41.1288481,-74.6868815
Sussex County,va,8826,36.9775,-77.1805,36.9058167,-77.2405153
Sutter County,ca,95247,39.12042857142857,-121.65147619047617,39.0219764,-121.6739371
Sutton County,tx,3966,30.499,-100.538,30.5598827,-100.5296115
Suwannee County,fl,43595,30.217142857142854,-83.01514285714286,30.24850959999999,-82.99316069999999
Swain County,nc,8545,35.459,-83.4595,35.4328955,-83.46435509999999
Sweet Grass County,mt,3633,45.69600000000001,-109.855,45.76727959999999,-109.8979908
Sweetwater County,wy,41071,41.57263636363637,-109.2840909090909,41.8519395,-109.1880047
Swift County,mn,9525,45.29325,-95.65575,45.2315651,-95.71960419999999
Swisher County,tx,7713,34.50033333333334,-101.75133333333333,34.5532757,-101.7979613
Switzerland County,in,10500,38.809333333333335,-85.04233333333332,38.8419394,-85.0649071
Talbot County,ga,6490,32.696333333333335,-84.52633333333333,32.6891322,-84.5222189
Talbot County,md,29301,38.756499999999996,-76.128,38.7803973,-76.1319953
Taliaferro County,ga,1721,33.586,-82.84700000000002,33.56978780000001,-82.8855961
Talladega County,al,81437,33.368,-86.16763636363636,33.4231716,-86.1344697
Tallahatchie County,ms,14959,33.95725,-90.15799999999999,33.9302578,-90.1869644
Tallapoosa County,al,41153,32.868700000000004,-85.82759999999999,32.9201244,-85.84862360000001
Tama County,ia,10823,42.07275,-92.59375,42.1292592,-92.539603
Taney County,mo,24286,36.6472,-93.1412,36.6576378,-93.0175712
Tangipahoa Parish,la,111025,30.552333333333326,-90.4536111111111,30.6194521,-90.37483540000001
Taos County,nm,32943,36.42516666666667,-105.62733333333334,36.4358718,-105.5943388
Tarrant County,tx,1624464,32.75735666666667,-97.25157666666668,32.7732044,-97.35165579999999
Tate County,ms,24512,34.642250000000004,-89.92875000000001,34.6413971,-89.9626799
Tattnall County,ga,25302,32.0582,-82.0452,32.0634576,-82.08429009999999
Taylor County,fl,22685,30.057000000000002,-83.61225,30.0993767,-83.67739279999999
Taylor County,ga,8401,32.550000000000004,-84.20633333333333,32.5407455,-84.2278796
Taylor County,ia,3850,40.692499999999995,-94.7075,40.7846069,-94.645035
Taylor County,ky,15831,37.37066666666667,-85.39466666666665,37.332884,-85.31362179999999
Taylor County,tx,117776,32.43435483870968,-99.76487096774194,32.2455088,-99.8124935
Taylor County,wi,20569,45.17416666666667,-90.44966666666666,45.2231325,-90.529916
Taylor County,wv,16977,39.341750000000005,-80.046,39.3417635,-79.96403389999999
Tazewell County,il,135697,40.603366666666666,-89.54073333333335,40.5522078,-89.4742177
Tazewell County,va,43870,37.15054545454545,-81.57718181818181,37.124747,-81.5596427
Tehama County,ca,63152,40.10672727272728,-122.21163636363639,40.0982197,-122.174605
Telfair County,ga,16416,31.95266666666667,-82.93166666666666,31.8907647,-82.99316069999999
Teller County,co,23340,38.893,-105.13066666666668,38.86115789999999,-105.1726816
Tensas Parish,la,3013,31.923499999999997,-91.3635,32.077218,-91.28910359999999
Terrebonne Parish,la,83139,29.54635294117648,-90.75570588235294,29.2299682,-90.7532809
Terrell County,ga,9213,31.77,-84.42649999999999,31.7370079,-84.4802606
Terrell County,tx,921,30.219,-102.107,30.2348611,-102.1632718
Terry County,tx,9841,33.176,-102.2685,33.0909654,-102.3463875
Teton County,id,10285,43.743,-111.223,43.7845793,-111.1917625
Teton County,mt,6074,47.781666666666666,-112.17966666666666,47.90199459999999,-112.2717561
Teton County,wy,22311,43.523250000000004,-110.75975,43.853632,-110.6314491
Texas County,mo,25735,37.329,-91.99074999999999,37.3673645,-91.9099238
Texas County,ok,17469,36.711,-101.55274999999999,36.8301318,-101.4339148
Thayer County,ne,5182,40.147000000000006,-97.5575,40.1460895,-97.5247243
Thomas County,ga,44824,30.876818181818177,-83.94427272727272,30.8417409,-83.8473015
Thomas County,ks,7925,39.383500000000005,-101.055,39.3702882,-101.0711758
Thomas County,ne,675,41.914,-100.556,41.9882143,-100.5296115
Throckmorton County,tx,1545,33.178000000000004,-99.212,33.1814565,-99.2785583
Thurston County,ne,6946,42.161,-96.559,42.1685528,-96.5356449
Thurston County,wa,225381,47.00076190476191,-122.83954761904768,46.8645747,-122.7695986
Tift County,ga,40787,31.45366666666667,-83.52266666666668,31.4205597,-83.54965659999999
Tillamook County,or,23127,45.44942857142858,-123.75785714285713,45.5293478,-123.7052374
Tillman County,ok,7715,34.393,-98.9816,34.4478348,-98.92453429999999
Tioga County,ny,50199,42.1245,-76.31739999999999,42.1256317,-76.3637285
Tioga County,pa,36721,41.808888888888895,-77.25455555555556,41.76494659999999,-77.2864879
Tippah County,ms,22054,34.7755,-88.92074999999998,34.76880970000001,-88.86469799999999
Tippecanoe County,in,165530,40.41478787878789,-86.88163636363636,40.34697310000001,-86.8220341
Tipton County,in,15573,40.310249999999996,-86.04474999999998,40.2825661,-86.05296039999999
Tipton County,tn,58173,35.49433333333334,-89.74783333333335,35.5217179,-89.7379958
Tishomingo County,ms,19539,34.774,-88.22175,34.7615024,-88.24611829999999
Titus County,tx,32553,33.178625,-94.96337500000001,33.2493126,-94.976654
Todd County,ky,9614,36.74966666666666,-87.18766666666666,36.8338638,-87.14228949999999
Todd County,mn,24466,46.064750000000004,-94.87675,46.0307728,-94.8315488
Todd County,sd,9942,43.178,-100.8505,43.2115664,-100.7097867
Tolland County,ct,139706,41.85084,-72.36264,41.8418987,-72.37846789999999
Tom Green County,tx,103338,31.455095238095243,-100.46409523809523,31.3839017,-100.439656
Tompkins County,ny,96398,42.45895,-76.47635,42.4575747,-76.5488232
Tooele County,ut,48584,40.514374999999994,-112.459625,40.507092,-113.0011989
Toole County,mt,4600,48.6575,-111.77250000000001,48.6974247,-111.6408212
Toombs County,ga,27210,32.169333333333334,-82.36066666666666,32.0795072,-82.34518899999999
Torrance County,nm,15853,34.86025,-105.97175,34.6784317,-105.9699878
Towner County,nd,2294,48.685,-99.248,48.7485974,-99.2761104
Towns County,ga,10800,34.922333333333334,-83.76033333333332,34.9208214,-83.7199136
Traill County,nd,8077,47.4725,-97.1645,47.4636775,-97.1256368
Transylvania County,nc,28116,35.2115,-82.76666666666667,35.2190534,-82.7778579
Traverse County,mn,3429,45.784,-96.5005,45.8030256,-96.365147
Travis County,tx,887070,30.304168604651178,-97.75084883720933,30.2097015,-97.69822719999999
Treasure County,mt,812,46.176,-107.339,46.2106667,-107.2586096
Trego County,ks,2951,38.914,-99.873,38.9900316,-99.8124935
Trempealeau County,wi,29412,44.303375,-91.36187500000001,44.23975919999999,-91.366216
Treutlen County,ga,6762,32.4065,-82.5505,32.3870233,-82.5834947
Trigg County,ky,11564,36.788,-87.83249999999998,36.8473642,-87.77633329999999
Trimble County,ky,5500,38.577,-85.301,38.6013284,-85.31362179999999
Trinity County,ca,13373,40.7228,-123.0626,40.6329485,-123.0622553
Trinity County,tx,10986,31.007,-95.2595,31.0687648,-95.1432068
Tripp County,sd,5504,43.3745,-99.873,43.2236446,-99.72326729999999
Troup County,ga,68867,33.03671428571429,-85.03185714285715,33.0698575,-85.02334599999999
Trousdale County,tn,7884,36.392,-86.1505,36.396385,-86.15482689999999
Trumbull County,oh,179384,41.241125,-80.75979166666669,41.3064984,-80.7214417
Tucker County,wv,6972,39.12,-79.59999999999998,39.1083806,-79.6502105
Tulare County,ca,453410,36.25603896103895,-119.22876623376628,36.1341739,-118.8596804
Tulsa County,ok,552708,36.10771612903229,-95.92095483870975,36.1593471,-95.94097099999999
Tunica County,ms,10477,34.6755,-90.40350000000001,34.6407083,-90.4125181
Tuolumne County,ca,51375,37.999100000000006,-120.23179999999999,38.029655,-119.9740534
Turner County,ga,8338,31.7095,-83.637,31.6976531,-83.63484299999999
Turner County,sd,8302,43.310500000000005,-97.1625,43.3355563,-97.179026
Tuscaloosa County,al,197552,33.21017391304347,-87.53134782608696,33.3227653,-87.460397
Tuscarawas County,oh,81196,40.47272222222221,-81.46038888888889,40.3978972,-81.42789839999999
Tuscola County,mi,54420,43.44607692307692,-83.42984615384613,43.5301144,-83.5070203
Twiggs County,ga,8509,32.6835,-83.41099999999999,32.68356,-83.46435509999999
Twin Falls County,id,80004,42.551,-114.50471428571429,42.335252,-114.6758916
Tyler County,tx,18683,30.796250000000004,-94.37375,30.7324447,-94.315422
